name,01-06-2021,02-06-2021,03-06-2021,04-06-2021,05-06-2021,06-06-2021,07-06-2021,08-06-2021,09-06-2021,10-06-2021,11-06-2021,12-06-2021,13-06-2021,14-06-2021,15-06-2021,16-06-2021,17-06-2021,18-06-2021,19-06-2021,20-06-2021,21-06-2021,22-06-2021,23-06-2021,24-06-2021,25-06-2021
Stephanie Walker,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
Amy Foster,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
Jane Smith,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Jennifer Stein,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no
Penny Schmidt,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,no
Melissa Clark,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no
Jessica Rice,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no
Deborah Pratt,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,no
Tamara Brown,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no
Jordan Richardson,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no
Vicki Ford,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Angela Gibbs,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
Ashlee Vaughn,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no
Ian Jones,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no
Lindsay Cox,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no
Michael Anderson,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no
Ryan Bass,yes,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Melissa Hanson PhD,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,yes,no
Samuel Ramos,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no
Andrew Smith,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no
Tracy Kim,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,no
Savannah Gray,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no
Daniel Hughes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no
Valerie Ortiz,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes
Lindsey Martin,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no
Troy Moore MD,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Jennifer Freeman,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no
Roy Cooper,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes
Makayla Parks,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no
Janet Valencia,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no
Luis Evans,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no
Steven Matthews,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no
Colleen Williams,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no
Amy Smith,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no
Meagan Edwards,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes
Cody Myers,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,no,yes
Kyle Barnes,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
Adrian Snyder,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,yes,no
Brian Lester,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no
Jennifer Clark,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
Kathleen Grant,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
Paul Richards,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes
Nicholas Davis,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,yes
Alexander Vaughn,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no
Valerie Clark,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Deborah Rowe,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no
Megan Nguyen,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no
Barbara Lewis,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no
Tina Acosta,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no
Laura Mahoney,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,yes
Kelly Guzman,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no
Ricky Chapman,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no
Jennifer Skinner,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no
Larry Gonzalez,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no
John Collins,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no
Lauren Fleming,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes
Dan Reyes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
Timothy Andrews,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,no
Monica Peterson,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no
Christina Johnson,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,no
Julie Berry,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no
Martin Scott,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no
Kathleen Stone,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
Kristie Pratt,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no
Diane Alvarado,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no
Michael Hudson,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no
Joann Perry,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no
Maria Williams,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no
Angel Johnson,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no
Miguel Hicks,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no
Eric Snow,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no
Robert Grimes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no
David Porter,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes
Paige Andrews,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no
Andrea Gonzalez,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Renee Holmes,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
Brenda Perry,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no
Brent Olson,yes,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no
Denise Martin,yes,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no
Timothy West,yes,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no
Jeffrey Valdez,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no
Gabriela Jenkins,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no
Rebecca Murphy,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no
Meghan Farrell,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
Mr. Michael Hunt,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no
Joel Nelson,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no
Kelly King,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,no
Jeffrey Hartman,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no
Mary Allen,yes,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,no
James Barnes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no
Ashley Smith,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Travis Taylor,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,no
Edward Johnson,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no
Brandy Miller,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes
Jonathan Drake,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no
Alicia Haynes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no
Morgan Ayala,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no
Martha Hart,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no
Erin Alexander,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,no
David Lewis,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no
Scott Ward,no,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no
Bryce Villanueva,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no
Stephanie Murillo,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no
Donna Davenport,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Mary Welch,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
Scott Ferguson,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,yes,yes,no
Lee Schmidt,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no
Gerald Hester,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,no
Caitlyn Garcia,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Samantha Willis,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no
Marco Pace,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,yes,no,no
Jeffrey Oliver,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no
Andrea Hoover,yes,no,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no
Gregory Morris,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,yes
Brandon Duke,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Charles Murphy,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes
Eric Jones,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no
Andrea Webster,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes
Kathy Cline,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no
Adam Nichols,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,yes
Shannon Mack,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no
Thomas Patton,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no
Sarah Tucker,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no
Tonya Clayton,no,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no
Jennifer Richmond,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no
Sarah Carson,yes,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no
Nicholas Hill,no,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,no
Robert Mitchell,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no
Erika Harrison,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Jennifer Smith,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,no
John Gilmore,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,no
Jordan Gibbs,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no
Jessica Smith,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no
Joe Hancock,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no
Stephanie Santana,yes,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no
Jacob Payne,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
Mark Long,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no
Shane Salinas,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no
Patrick Hughes MD,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no
Candace Dean,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no
Katie Rowe,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no
Jamie Collier,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no
Margaret Williams,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no
Joshua Graham,yes,yes,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no
Timothy Mcdonald,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Amy Reynolds,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,no
Michele Bennett,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,no
Patricia Mosley,yes,no,no,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,yes,no
Michael Bowman,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,no
James Stewart,no,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,no
Christine Yang,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no
Sarah Carter,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,yes,yes,no
Danielle Carey,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no
Matthew Tran,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no
Amy Johnson,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Gabriela Williams,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,yes
Jennifer Smith,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no
Mark Carroll,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,yes
Mrs. Emma Mccarthy MD,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no
William Bryant,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no
Nicholas Perry,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no
Jessica Bowers DDS,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no
Briana Watts,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Michael Mendoza,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Diane Neal,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no
Michael Horton,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Kenneth Griffin,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes,no
Robert Finley,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no
Louis Cabrera,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no
Nancy Gaines DDS,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes
Mary Johnson,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no
Yvette Holt,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,yes
Karen Hill,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Allen Bowers,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,no
Michael Davis,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no
David Wiggins,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
Paula Gross,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no
Hector Morgan,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no
Joan Ellis,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Eric Buckley,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no
Todd Davis,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no
Becky Cox,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,yes
Tyler Peterson,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no
Michael Moore,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no
Thomas Cain,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no
Katherine Mitchell,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
Michael Wiggins,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no
John Walker,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no
Keith Moyer,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no
Diana Rogers,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no
Justin Kim,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no
Brooke Greene,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,no
Justin Mills,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,no,no
Laura Rogers,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no
Sarah Mayo,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,yes
Mr. Eric Robinson,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no
Sarah Lewis,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no
